x,y
10,20458
60,3441292
110,11193667
160,32266333
210,74081583
260,142956458
310,233861125
360,370132209
410,541706250
460,768509541
510,1051899792
560,1388763750
610,1810094292
660,2285069125
710,2842657500
760,3493886041
810,4222210167
860,5055568250
910,5984917750
960,7032874500
1010,8180811750
