x,y
10,31208
60,3077584
110,10218000
160,30625375
210,68785458
260,134065625
310,224503459
360,357486917
410,498289833
460,731489250
510,997615083
560,1302653208
610,1719399542
660,2180435834
710,2695086875
760,3312726042
810,4042066417
860,4822712416
910,5684395500
960,6589021667
1010,7893571667
